FARM,DATA,TYPE,YearClass,Gen,Mes,value,Year,Month,last,id
Consolidado,culling,biomass,TOTAL,TOTAL,a_Sep-2024,263.43535711930036,2024,9,False,ConsolidadoTOTAL2024a_Sep-2024
Consolidado,culling,number,2022,22 3,a_Sep-2024,0.0,2024,9,False,Consolidado22 32024a_Sep-2024
Consolidado,culling,number,2022,22 4,a_Sep-2024,0.0,2024,9,False,Consolidado22 42024a_Sep-2024
Consolidado,culling,number,2023,23 1,a_Sep-2024,0.0,2024,9,False,Consolidado23 12024a_Sep-2024
Consolidado,culling,number,2023,23 2,a_Sep-2024,0.0,2024,9,False,Consolidado23 22024a_Sep-2024
Consolidado,culling,number,2023,23 3,a_Sep-2024,0.0,2024,9,False,Consolidado23 32024a_Sep-2024
Consolidado,culling,number,2023,23 4,a_Sep-2024,0.0,2024,9,False,Consolidado23 42024a_Sep-2024
Consolidado,culling,number,2024,24 1,a_Sep-2024,0.0,2024,9,False,Consolidado24 12024a_Sep-2024
Consolidado,culling,number,2024,24 2,a_Sep-2024,56.0,2024,9,False,Consolidado24 22024a_Sep-2024
Consolidado,culling,number,2024,24 3,a_Sep-2024,4676.0,2024,9,False,Consolidado24 32024a_Sep-2024
Consolidado,culling,number,2024,24 4,a_Sep-2024,0.0,2024,9,False,Consolidado24 42024a_Sep-2024
Consolidado,culling,number,2025,25 1,a_Sep-2024,0.0,2024,9,False,Consolidado25 12024a_Sep-2024
Consolidado,culling,number,2025,25 2,a_Sep-2024,0.0,2024,9,False,Consolidado25 22024a_Sep-2024
Consolidado,culling,number,2025,25 3,a_Sep-2024,0.0,2024,9,False,Consolidado25 32024a_Sep-2024
Consolidado,culling,number,TOTAL,TOTAL,a_Sep-2024,4732.0,2024,9,False,ConsolidadoTOTAL2024a_Sep-2024
Consolidado,final,avweight,2022,22 3,a_Sep-2024,4699.722155737599,2024,9,False,Consolidado22 32024a_Sep-2024
Consolidado,final,avweight,2022,22 4,a_Sep-2024,3814.158722150737,2024,9,False,Consolidado22 42024a_Sep-2024
Consolidado,final,avweight,2023,23 1,a_Sep-2024,3536.284379049073,2024,9,False,Consolidado23 12024a_Sep-2024
Consolidado,final,avweight,2023,23 2,a_Sep-2024,2397.20236616265,2024,9,False,Consolidado23 22024a_Sep-2024
Consolidado,final,avweight,2023,23 3,a_Sep-2024,1551.0829497977177,2024,9,False,Consolidado23 32024a_Sep-2024
Consolidado,final,avweight,2023,23 4,a_Sep-2024,1000.8300581885499,2024,9,False,Consolidado23 42024a_Sep-2024
Consolidado,final,avweight,2024,24 1,a_Sep-2024,554.4643579280972,2024,9,False,Consolidado24 12024a_Sep-2024
Consolidado,final,avweight,2024,24 2,a_Sep-2024,260.42422999123835,2024,9,False,Consolidado24 22024a_Sep-2024
Consolidado,final,avweight,2024,24 3,a_Sep-2024,73.91865137516723,2024,9,False,Consolidado24 32024a_Sep-2024
Consolidado,final,avweight,2024,24 4,a_Sep-2024,0.0,2024,9,False,Consolidado24 42024a_Sep-2024
Consolidado,final,avweight,2025,25 1,a_Sep-2024,0.0,2024,9,False,Consolidado25 12024a_Sep-2024
Consolidado,final,avweight,2025,25 2,a_Sep-2024,0.0,2024,9,False,Consolidado25 22024a_Sep-2024
Consolidado,final,avweight,2025,25 3,a_Sep-2024,0.0,2024,9,False,Consolidado25 32024a_Sep-2024
Consolidado,final,avweight,TOTAL,TOTAL,a_Sep-2024,655.0615507118714,2024,9,False,ConsolidadoTOTAL2024a_Sep-2024
Consolidado,final,biomass,2022,22 3,a_Sep-2024,1752.9963640901246,2024,9,False,Consolidado22 32024a_Sep-2024
Consolidado,final,biomass,2022,22 4,a_Sep-2024,67125.37935113082,2024,9,False,Consolidado22 42024a_Sep-2024
Consolidado,final,biomass,2023,23 1,a_Sep-2024,69686.01997354103,2024,9,False,Consolidado23 12024a_Sep-2024
Consolidado,final,biomass,2023,23 2,a_Sep-2024,159059.17139962415,2024,9,False,Consolidado23 22024a_Sep-2024
Consolidado,final,biomass,2023,23 3,a_Sep-2024,1143982.616627909,2024,9,False,Consolidado23 32024a_Sep-2024
Consolidado,final,biomass,2023,23 4,a_Sep-2024,941497.849848958,2024,9,False,Consolidado23 42024a_Sep-2024
Consolidado,final,biomass,2024,24 1,a_Sep-2024,553876.6257086934,2024,9,False,Consolidado24 12024a_Sep-2024
Consolidado,final,biomass,2024,24 2,a_Sep-2024,248310.33650896588,2024,9,False,Consolidado24 22024a_Sep-2024
Consolidado,final,biomass,2024,24 3,a_Sep-2024,93975.29472739686,2024,9,False,Consolidado24 32024a_Sep-2024
Consolidado,final,biomass,2024,24 4,a_Sep-2024,0.0,2024,9,False,Consolidado24 42024a_Sep-2024
Consolidado,final,biomass,2025,25 1,a_Sep-2024,0.0,2024,9,False,Consolidado25 12024a_Sep-2024
Consolidado,final,biomass,2025,25 2,a_Sep-2024,0.0,2024,9,False,Consolidado25 22024a_Sep-2024
Consolidado,final,biomass,2025,25 3,a_Sep-2024,0.0,2024,9,False,Consolidado25 32024a_Sep-2024
Consolidado,final,biomass,TOTAL,TOTAL,a_Sep-2024,3279266.290510309,2024,9,False,ConsolidadoTOTAL2024a_Sep-2024
Consolidado,final,number,2022,22 3,a_Sep-2024,373.0,2024,9,False,Consolidado22 32024a_Sep-2024
Consolidado,final,number,2022,22 4,a_Sep-2024,17599.0,2024,9,False,Consolidado22 42024a_Sep-2024
Consolidado,final,number,2023,23 1,a_Sep-2024,19706.0,2024,9,False,Consolidado23 12024a_Sep-2024
Consolidado,final,number,2023,23 2,a_Sep-2024,66352.0,2024,9,False,Consolidado23 22024a_Sep-2024
Consolidado,final,number,2023,23 3,a_Sep-2024,737538.0,2024,9,False,Consolidado23 32024a_Sep-2024
Consolidado,final,number,2023,23 4,a_Sep-2024,940717.0,2024,9,False,Consolidado23 42024a_Sep-2024
Consolidado,final,number,2024,24 1,a_Sep-2024,998940.0,2024,9,False,Consolidado24 12024a_Sep-2024
Consolidado,final,number,2024,24 2,a_Sep-2024,953484.0,2024,9,False,Consolidado24 22024a_Sep-2024
Consolidado,final,number,2024,24 3,a_Sep-2024,1271334.0,2024,9,False,Consolidado24 32024a_Sep-2024
Consolidado,final,number,2024,24 4,a_Sep-2024,0.0,2024,9,False,Consolidado24 42024a_Sep-2024
Consolidado,final,number,2025,25 1,a_Sep-2024,0.0,2024,9,False,Consolidado25 12024a_Sep-2024
Consolidado,final,number,2025,25 2,a_Sep-2024,0.0,2024,9,False,Consolidado25 22024a_Sep-2024
Consolidado,final,number,2025,25 3,a_Sep-2024,0.0,2024,9,False,Consolidado25 32024a_Sep-2024
Consolidado,final,number,TOTAL,TOTAL,a_Sep-2024,5006043.0,2024,9,False,ConsolidadoTOTAL2024a_Sep-2024
Consolidado,growth,%,2022,22 3,a_Sep-2024,1.3993500128940173,2024,9,False,Consolidado22 32024a_Sep-2024
Consolidado,growth,%,2022,22 4,a_Sep-2024,4.419125972879296,2024,9,False,Consolidado22 42024a_Sep-2024
Consolidado,growth,%,2023,23 1,a_Sep-2024,7.621497014239316,2024,9,False,Consolidado23 12024a_Sep-2024
Consolidado,growth,%,2023,23 2,a_Sep-2024,3.3730022429065936,2024,9,False,Consolidado23 22024a_Sep-2024
Consolidado,growth,%,2023,23 3,a_Sep-2024,9.883745054070557,2024,9,False,Consolidado23 32024a_Sep-2024
Consolidado,growth,%,2023,23 4,a_Sep-2024,15.494341711055586,2024,9,False,Consolidado23 42024a_Sep-2024
Consolidado,growth,%,2024,24 1,a_Sep-2024,24.708715303303926,2024,9,False,Consolidado24 12024a_Sep-2024
Consolidado,growth,%,2024,24 2,a_Sep-2024,35.75856975514826,2024,9,False,Consolidado24 22024a_Sep-2024
Consolidado,growth,%,2024,24 3,a_Sep-2024,62.35274938353391,2024,9,False,Consolidado24 32024a_Sep-2024
Consolidado,growth,%,2024,24 4,a_Sep-2024,0.0,2024,9,False,Consolidado24 42024a_Sep-2024
Consolidado,growth,%,2025,25 1,a_Sep-2024,0.0,2024,9,False,Consolidado25 12024a_Sep-2024
Consolidado,growth,%,2025,25 2,a_Sep-2024,0.0,2024,9,False,Consolidado25 22024a_Sep-2024
Consolidado,growth,%,2025,25 3,a_Sep-2024,0.0,2024,9,False,Consolidado25 32024a_Sep-2024
Consolidado,growth,%,TOTAL,TOTAL,a_Sep-2024,14.499001495886743,2024,9,False,ConsolidadoTOTAL2024a_Sep-2024
Consolidado,growth,biomass,2022,22 3,a_Sep-2024,93.14636409012383,2024,9,False,Consolidado22 32024a_Sep-2024
Consolidado,growth,biomass,2022,22 4,a_Sep-2024,4353.920017797478,2024,9,False,Consolidado22 42024a_Sep-2024
Consolidado,growth,biomass,2023,23 1,a_Sep-2024,4934.997262603523,2024,9,False,Consolidado23 12024a_Sep-2024
Consolidado,growth,biomass,2023,23 2,a_Sep-2024,14697.12103033706,2024,9,False,Consolidado23 22024a_Sep-2024
Consolidado,growth,biomass,2023,23 3,a_Sep-2024,121360.28828523436,2024,9,False,Consolidado23 32024a_Sep-2024
Consolidado,growth,biomass,2023,23 4,a_Sep-2024,128287.67901366748,2024,9,False,Consolidado23 42024a_Sep-2024
Consolidado,growth,biomass,2024,24 1,a_Sep-2024,110308.36894167753,2024,9,False,Consolidado24 12024a_Sep-2024
Consolidado,growth,biomass,2024,24 2,a_Sep-2024,65404.5082015419,2024,9,False,Consolidado24 22024a_Sep-2024
Consolidado,growth,biomass,2024,24 3,a_Sep-2024,36091.89263890227,2024,9,False,Consolidado24 32024a_Sep-2024
Consolidado,growth,biomass,2024,24 4,a_Sep-2024,0.0,2024,9,False,Consolidado24 42024a_Sep-2024
Consolidado,growth,biomass,2025,25 1,a_Sep-2024,0.0,2024,9,False,Consolidado25 12024a_Sep-2024
Consolidado,growth,biomass,2025,25 2,a_Sep-2024,0.0,2024,9,False,Consolidado25 22024a_Sep-2024
Consolidado,growth,biomass,2025,25 3,a_Sep-2024,0.0,2024,9,False,Consolidado25 32024a_Sep-2024
Consolidado,growth,biomass,TOTAL,TOTAL,a_Sep-2024,485531.9217558517,2024,9,False,ConsolidadoTOTAL2024a_Sep-2024
Consolidado,harvests,avweight,2022,22 3,a_Sep-2024,4609.365435273005,2024,9,False,Consolidado22 32024a_Sep-2024
Consolidado,harvests,avweight,2022,22 4,a_Sep-2024,3353.3109206041804,2024,9,False,Consolidado22 42024a_Sep-2024
Consolidado,harvests,avweight,2023,23 1,a_Sep-2024,0.0,2024,9,False,Consolidado23 12024a_Sep-2024
Consolidado,harvests,avweight,2023,23 2,a_Sep-2024,2037.6108235252723,2024,9,False,Consolidado23 22024a_Sep-2024
Consolidado,harvests,avweight,2023,23 3,a_Sep-2024,1358.316713149864,2024,9,False,Consolidado23 32024a_Sep-2024
Consolidado,harvests,avweight,2023,23 4,a_Sep-2024,1113.296889064843,2024,9,False,Consolidado23 42024a_Sep-2024
Consolidado,harvests,avweight,2024,24 1,a_Sep-2024,605.1946562077896,2024,9,False,Consolidado24 12024a_Sep-2024
Consolidado,harvests,avweight,2024,24 2,a_Sep-2024,0.0,2024,9,False,Consolidado24 22024a_Sep-2024
Consolidado,harvests,avweight,2024,24 3,a_Sep-2024,0.0,2024,9,False,Consolidado24 32024a_Sep-2024
Consolidado,harvests,avweight,2024,24 4,a_Sep-2024,0.0,2024,9,False,Consolidado24 42024a_Sep-2024
Consolidado,harvests,avweight,2025,25 1,a_Sep-2024,0.0,2024,9,False,Consolidado25 12024a_Sep-2024
Consolidado,harvests,avweight,2025,25 2,a_Sep-2024,0.0,2024,9,False,Consolidado25 22024a_Sep-2024
Consolidado,harvests,avweight,2025,25 3,a_Sep-2024,0.0,2024,9,False,Consolidado25 32024a_Sep-2024
Consolidado,harvests,avweight,TOTAL,TOTAL,a_Sep-2024,1713.7853401303084,2024,9,False,ConsolidadoTOTAL2024a_Sep-2024
Consolidado,harvests,biomass,2022,22 3,a_Sep-2024,4996.552131835937,2024,9,False,Consolidado22 32024a_Sep-2024
Consolidado,harvests,biomass,2022,22 4,a_Sep-2024,35753.00103548177,2024,9,False,Consolidado22 42024a_Sep-2024
Consolidado,harvests,biomass,2023,23 1,a_Sep-2024,0.0,2024,9,False,Consolidado23 12024a_Sep-2024
Consolidado,harvests,biomass,2023,23 2,a_Sep-2024,291366.1220991728,2024,9,False,Consolidado23 22024a_Sep-2024
Consolidado,harvests,biomass,2023,23 3,a_Sep-2024,205255.23852407595,2024,9,False,Consolidado23 32024a_Sep-2024
Consolidado,harvests,biomass,2023,23 4,a_Sep-2024,14754.523670776367,2024,9,False,Consolidado23 42024a_Sep-2024
Consolidado,harvests,biomass,2024,24 1,a_Sep-2024,2866.8070864562997,2024,9,False,Consolidado24 12024a_Sep-2024
Consolidado,harvests,biomass,2024,24 2,a_Sep-2024,0.0,2024,9,False,Consolidado24 22024a_Sep-2024
Consolidado,harvests,biomass,2024,24 3,a_Sep-2024,0.0,2024,9,False,Consolidado24 32024a_Sep-2024
Consolidado,harvests,biomass,2024,24 4,a_Sep-2024,0.0,2024,9,False,Consolidado24 42024a_Sep-2024
Consolidado,harvests,biomass,2025,25 1,a_Sep-2024,0.0,2024,9,False,Consolidado25 12024a_Sep-2024
Consolidado,harvests,biomass,2025,25 2,a_Sep-2024,0.0,2024,9,False,Consolidado25 22024a_Sep-2024
Consolidado,harvests,biomass,2025,25 3,a_Sep-2024,0.0,2024,9,False,Consolidado25 32024a_Sep-2024
Consolidado,harvests,biomass,TOTAL,TOTAL,a_Sep-2024,554992.2445477991,2024,9,False,ConsolidadoTOTAL2024a_Sep-2024
Consolidado,harvests,number,2022,22 3,a_Sep-2024,1084.0,2024,9,False,Consolidado22 32024a_Sep-2024
Consolidado,harvests,number,2022,22 4,a_Sep-2024,10662.0,2024,9,False,Consolidado22 42024a_Sep-2024
Consolidado,harvests,number,2023,23 1,a_Sep-2024,0.0,2024,9,False,Consolidado23 12024a_Sep-2024
Consolidado,harvests,number,2023,23 2,a_Sep-2024,142994.0,2024,9,False,Consolidado23 22024a_Sep-2024
Consolidado,harvests,number,2023,23 3,a_Sep-2024,151110.0,2024,9,False,Consolidado23 32024a_Sep-2024
Consolidado,harvests,number,2023,23 4,a_Sep-2024,13253.0,2024,9,False,Consolidado23 42024a_Sep-2024
Consolidado,harvests,number,2024,24 1,a_Sep-2024,4737.0,2024,9,False,Consolidado24 12024a_Sep-2024
Consolidado,harvests,number,2024,24 2,a_Sep-2024,0.0,2024,9,False,Consolidado24 22024a_Sep-2024
Consolidado,harvests,number,2024,24 3,a_Sep-2024,0.0,2024,9,False,Consolidado24 32024a_Sep-2024
Consolidado,harvests,number,2024,24 4,a_Sep-2024,0.0,2024,9,False,Consolidado24 42024a_Sep-2024
Consolidado,harvests,number,2025,25 1,a_Sep-2024,0.0,2024,9,False,Consolidado25 12024a_Sep-2024
Consolidado,harvests,number,2025,25 2,a_Sep-2024,0.0,2024,9,False,Consolidado25 22024a_Sep-2024
Consolidado,harvests,number,2025,25 3,a_Sep-2024,0.0,2024,9,False,Consolidado25 32024a_Sep-2024
Consolidado,harvests,number,TOTAL,TOTAL,a_Sep-2024,323840.0,2024,9,False,ConsolidadoTOTAL2024a_Sep-2024
Consolidado,initial,avweight,2022,22 3,a_Sep-2024,4568.56700880984,2024,9,False,Consolidado22 32024a_Sep-2024
Consolidado,initial,avweight,2022,22 4,a_Sep-2024,3486.234045816323,2024,9,False,Consolidado22 42024a_Sep-2024
Consolidado,initial,avweight,2023,23 1,a_Sep-2024,3285.8531772524866,2024,9,False,Consolidado23 12024a_Sep-2024
Consolidado,initial,avweight,2023,23 2,a_Sep-2024,2081.378065348561,2024,9,False,Consolidado23 22024a_Sep-2024
Consolidado,initial,avweight,2023,23 3,a_Sep-2024,1378.497744412206,2024,9,False,Consolidado23 32024a_Sep-2024
Consolidado,initial,avweight,2023,23 4,a_Sep-2024,862.8694911625754,2024,9,False,Consolidado23 42024a_Sep-2024
Consolidado,initial,avweight,2024,24 1,a_Sep-2024,444.72509585989087,2024,9,False,Consolidado24 12024a_Sep-2024
Consolidado,initial,avweight,2024,24 2,a_Sep-2024,191.81767760914485,2024,9,False,Consolidado24 22024a_Sep-2024
Consolidado,initial,avweight,2024,24 3,a_Sep-2024,61.31443525658243,2024,9,False,Consolidado24 32024a_Sep-2024
Consolidado,initial,avweight,2024,24 4,a_Sep-2024,0.0,2024,9,False,Consolidado24 42024a_Sep-2024
Consolidado,initial,avweight,2025,25 1,a_Sep-2024,0.0,2024,9,False,Consolidado25 12024a_Sep-2024
Consolidado,initial,avweight,2025,25 2,a_Sep-2024,0.0,2024,9,False,Consolidado25 22024a_Sep-2024
Consolidado,initial,avweight,2025,25 3,a_Sep-2024,0.0,2024,9,False,Consolidado25 32024a_Sep-2024
Consolidado,initial,avweight,TOTAL,TOTAL,a_Sep-2024,668.3443392565019,2024,9,False,ConsolidadoTOTAL2024a_Sep-2024
Consolidado,initial,biomass,2022,22 3,a_Sep-2024,6656.402131835937,2024,9,False,Consolidado22 32024a_Sep-2024
Consolidado,initial,biomass,2022,22 4,a_Sep-2024,98524.46036881511,2024,9,False,Consolidado22 42024a_Sep-2024
Consolidado,initial,biomass,2023,23 1,a_Sep-2024,64751.022710937505,2024,9,False,Consolidado23 12024a_Sep-2024
Consolidado,initial,biomass,2023,23 2,a_Sep-2024,435728.1724684599,2024,9,False,Consolidado23 22024a_Sep-2024
Consolidado,initial,biomass,2023,23 3,a_Sep-2024,1227877.5668667506,2024,9,False,Consolidado23 32024a_Sep-2024
Consolidado,initial,biomass,2023,23 4,a_Sep-2024,827964.6945060669,2024,9,False,Consolidado23 42024a_Sep-2024
Consolidado,initial,biomass,2024,24 1,a_Sep-2024,446435.0638534722,2024,9,False,Consolidado24 12024a_Sep-2024
Consolidado,initial,biomass,2024,24 2,a_Sep-2024,182905.82830742397,2024,9,False,Consolidado24 22024a_Sep-2024
Consolidado,initial,biomass,2024,24 3,a_Sep-2024,57883.40208849459,2024,9,False,Consolidado24 32024a_Sep-2024
Consolidado,initial,biomass,2024,24 4,a_Sep-2024,0.0,2024,9,False,Consolidado24 42024a_Sep-2024
Consolidado,initial,biomass,2025,25 1,a_Sep-2024,0.0,2024,9,False,Consolidado25 12024a_Sep-2024
Consolidado,initial,biomass,2025,25 2,a_Sep-2024,0.0,2024,9,False,Consolidado25 22024a_Sep-2024
Consolidado,initial,biomass,2025,25 3,a_Sep-2024,0.0,2024,9,False,Consolidado25 32024a_Sep-2024
Consolidado,initial,biomass,TOTAL,TOTAL,a_Sep-2024,3348726.613302257,2024,9,False,ConsolidadoTOTAL2024a_Sep-2024
Consolidado,initial,number,2022,22 3,a_Sep-2024,1457.0,2024,9,False,Consolidado22 32024a_Sep-2024
Consolidado,initial,number,2022,22 4,a_Sep-2024,28261.0,2024,9,False,Consolidado22 42024a_Sep-2024
Consolidado,initial,number,2023,23 1,a_Sep-2024,19706.0,2024,9,False,Consolidado23 12024a_Sep-2024
Consolidado,initial,number,2023,23 2,a_Sep-2024,209346.0,2024,9,False,Consolidado23 22024a_Sep-2024
Consolidado,initial,number,2023,23 3,a_Sep-2024,890736.0,2024,9,False,Consolidado23 32024a_Sep-2024
Consolidado,initial,number,2023,23 4,a_Sep-2024,959548.0,2024,9,False,Consolidado23 42024a_Sep-2024
Consolidado,initial,number,2024,24 1,a_Sep-2024,1003845.0,2024,9,False,Consolidado24 12024a_Sep-2024
Consolidado,initial,number,2024,24 2,a_Sep-2024,953540.0,2024,9,False,Consolidado24 22024a_Sep-2024
Consolidado,initial,number,2024,24 3,a_Sep-2024,944042.0,2024,9,False,Consolidado24 32024a_Sep-2024
Consolidado,initial,number,2024,24 4,a_Sep-2024,0.0,2024,9,False,Consolidado24 42024a_Sep-2024
Consolidado,initial,number,2025,25 1,a_Sep-2024,0.0,2024,9,False,Consolidado25 12024a_Sep-2024
Consolidado,initial,number,2025,25 2,a_Sep-2024,0.0,2024,9,False,Consolidado25 22024a_Sep-2024
Consolidado,initial,number,2025,25 3,a_Sep-2024,0.0,2024,9,False,Consolidado25 32024a_Sep-2024
Consolidado,initial,number,TOTAL,TOTAL,a_Sep-2024,5010481.0,2024,9,False,ConsolidadoTOTAL2024a_Sep-2024
Consolidado,inputs,avweight,2022,22 3,a_Sep-2024,0.0,2024,9,False,Consolidado22 32024a_Sep-2024
Consolidado,inputs,avweight,2022,22 4,a_Sep-2024,0.0,2024,9,False,Consolidado22 42024a_Sep-2024
Consolidado,inputs,avweight,2023,23 1,a_Sep-2024,0.0,2024,9,False,Consolidado23 12024a_Sep-2024
Consolidado,inputs,avweight,2023,23 2,a_Sep-2024,0.0,2024,9,False,Consolidado23 22024a_Sep-2024
Consolidado,inputs,avweight,2023,23 3,a_Sep-2024,0.0,2024,9,False,Consolidado23 32024a_Sep-2024
Consolidado,inputs,avweight,2023,23 4,a_Sep-2024,0.0,2024,9,False,Consolidado23 42024a_Sep-2024
Consolidado,inputs,avweight,2024,24 1,a_Sep-2024,0.0,2024,9,False,Consolidado24 12024a_Sep-2024
Consolidado,inputs,avweight,2024,24 2,a_Sep-2024,0.0,2024,9,False,Consolidado24 22024a_Sep-2024
Consolidado,inputs,avweight,2024,24 3,a_Sep-2024,15.000000000000005,2024,9,False,Consolidado24 32024a_Sep-2024
Consolidado,inputs,avweight,2024,24 4,a_Sep-2024,0.0,2024,9,False,Consolidado24 42024a_Sep-2024
Consolidado,inputs,avweight,2025,25 1,a_Sep-2024,0.0,2024,9,False,Consolidado25 12024a_Sep-2024
Consolidado,inputs,avweight,2025,25 2,a_Sep-2024,0.0,2024,9,False,Consolidado25 22024a_Sep-2024
Consolidado,inputs,avweight,2025,25 3,a_Sep-2024,0.0,2024,9,False,Consolidado25 32024a_Sep-2024
Consolidado,inputs,avweight,TOTAL,TOTAL,a_Sep-2024,15.000000000000005,2024,9,False,ConsolidadoTOTAL2024a_Sep-2024
Consolidado,inputs,biomass,2022,22 3,a_Sep-2024,0.0,2024,9,False,Consolidado22 32024a_Sep-2024
Consolidado,inputs,biomass,2022,22 4,a_Sep-2024,0.0,2024,9,False,Consolidado22 42024a_Sep-2024
Consolidado,inputs,biomass,2023,23 1,a_Sep-2024,0.0,2024,9,False,Consolidado23 12024a_Sep-2024
Consolidado,inputs,biomass,2023,23 2,a_Sep-2024,0.0,2024,9,False,Consolidado23 22024a_Sep-2024
Consolidado,inputs,biomass,2023,23 3,a_Sep-2024,0.0,2024,9,False,Consolidado23 32024a_Sep-2024
Consolidado,inputs,biomass,2023,23 4,a_Sep-2024,0.0,2024,9,False,Consolidado23 42024a_Sep-2024
