FARM,DATA,TYPE,YearClass,Gen,Mes,value,Year,Month,last,id
Consolidado,culling,biomass,2024,24 2,a_Aug-2024,203.92824120618155,2024,8,False,Consolidado24 22024a_Aug-2024
Consolidado,culling,biomass,2024,24 3,a_Aug-2024,0.0,2024,8,False,Consolidado24 32024a_Aug-2024
Consolidado,culling,biomass,2024,24 4,a_Aug-2024,0.0,2024,8,False,Consolidado24 42024a_Aug-2024
Consolidado,culling,biomass,2025,25 1,a_Aug-2024,0.0,2024,8,False,Consolidado25 12024a_Aug-2024
Consolidado,culling,biomass,2025,25 2,a_Aug-2024,0.0,2024,8,False,Consolidado25 22024a_Aug-2024
Consolidado,culling,biomass,TOTAL,TOTAL,a_Aug-2024,203.92824120618155,2024,8,False,ConsolidadoTOTAL2024a_Aug-2024
Consolidado,culling,number,2022,22 3,a_Aug-2024,0.0,2024,8,False,Consolidado22 32024a_Aug-2024
Consolidado,culling,number,2022,22 4,a_Aug-2024,0.0,2024,8,False,Consolidado22 42024a_Aug-2024
Consolidado,culling,number,2023,23 1,a_Aug-2024,0.0,2024,8,False,Consolidado23 12024a_Aug-2024
Consolidado,culling,number,2023,23 2,a_Aug-2024,0.0,2024,8,False,Consolidado23 22024a_Aug-2024
Consolidado,culling,number,2023,23 3,a_Aug-2024,0.0,2024,8,False,Consolidado23 32024a_Aug-2024
Consolidado,culling,number,2023,23 4,a_Aug-2024,0.0,2024,8,False,Consolidado23 42024a_Aug-2024
Consolidado,culling,number,2024,24 1,a_Aug-2024,0.0,2024,8,False,Consolidado24 12024a_Aug-2024
Consolidado,culling,number,2024,24 2,a_Aug-2024,2915.0,2024,8,False,Consolidado24 22024a_Aug-2024
Consolidado,culling,number,2024,24 3,a_Aug-2024,0.0,2024,8,False,Consolidado24 32024a_Aug-2024
Consolidado,culling,number,2024,24 4,a_Aug-2024,0.0,2024,8,False,Consolidado24 42024a_Aug-2024
Consolidado,culling,number,2025,25 1,a_Aug-2024,0.0,2024,8,False,Consolidado25 12024a_Aug-2024
Consolidado,culling,number,2025,25 2,a_Aug-2024,0.0,2024,8,False,Consolidado25 22024a_Aug-2024
Consolidado,culling,number,TOTAL,TOTAL,a_Aug-2024,2915.0,2024,8,False,ConsolidadoTOTAL2024a_Aug-2024
Consolidado,final,avweight,2022,22 3,a_Aug-2024,0.0,2024,8,False,Consolidado22 32024a_Aug-2024
Consolidado,final,avweight,2022,22 4,a_Aug-2024,3517.816532703531,2024,8,False,Consolidado22 42024a_Aug-2024
Consolidado,final,avweight,2023,23 1,a_Aug-2024,3254.653887660165,2024,8,False,Consolidado23 12024a_Aug-2024
Consolidado,final,avweight,2023,23 2,a_Aug-2024,2080.602290371786,2024,8,False,Consolidado23 22024a_Aug-2024
Consolidado,final,avweight,2023,23 3,a_Aug-2024,1361.5323729084248,2024,8,False,Consolidado23 32024a_Aug-2024
Consolidado,final,avweight,2023,23 4,a_Aug-2024,868.5155900661471,2024,8,False,Consolidado23 42024a_Aug-2024
Consolidado,final,avweight,2024,24 1,a_Aug-2024,435.8485702686069,2024,8,False,Consolidado24 12024a_Aug-2024
Consolidado,final,avweight,2024,24 2,a_Aug-2024,188.02129118891318,2024,8,False,Consolidado24 22024a_Aug-2024
Consolidado,final,avweight,2024,24 3,a_Aug-2024,54.494014693363084,2024,8,False,Consolidado24 32024a_Aug-2024
Consolidado,final,avweight,2024,24 4,a_Aug-2024,0.0,2024,8,False,Consolidado24 42024a_Aug-2024
Consolidado,final,avweight,2025,25 1,a_Aug-2024,0.0,2024,8,False,Consolidado25 12024a_Aug-2024
Consolidado,final,avweight,2025,25 2,a_Aug-2024,0.0,2024,8,False,Consolidado25 22024a_Aug-2024
Consolidado,final,avweight,TOTAL,TOTAL,a_Aug-2024,664.8900499932433,2024,8,False,ConsolidadoTOTAL2024a_Aug-2024
Consolidado,final,biomass,2022,22 3,a_Aug-2024,0.0,2024,8,False,Consolidado22 32024a_Aug-2024
Consolidado,final,biomass,2022,22 4,a_Aug-2024,150136.891799254,2024,8,False,Consolidado22 42024a_Aug-2024
Consolidado,final,biomass,2023,23 1,a_Aug-2024,74746.38118400334,2024,8,False,Consolidado23 12024a_Aug-2024
Consolidado,final,biomass,2023,23 2,a_Aug-2024,384002.2005178879,2024,8,False,Consolidado23 22024a_Aug-2024
Consolidado,final,biomass,2023,23 3,a_Aug-2024,1254156.4838513748,2024,8,False,Consolidado23 32024a_Aug-2024
Consolidado,final,biomass,2023,23 4,a_Aug-2024,820160.9845892143,2024,8,False,Consolidado23 42024a_Aug-2024
Consolidado,final,biomass,2024,24 1,a_Aug-2024,439006.293160203,2024,8,False,Consolidado24 12024a_Aug-2024
Consolidado,final,biomass,2024,24 2,a_Aug-2024,179653.77966713297,2024,8,False,Consolidado24 22024a_Aug-2024
Consolidado,final,biomass,2024,24 3,a_Aug-2024,52688.137540439726,2024,8,False,Consolidado24 32024a_Aug-2024
Consolidado,final,biomass,2024,24 4,a_Aug-2024,0.0,2024,8,False,Consolidado24 42024a_Aug-2024
Consolidado,final,biomass,2025,25 1,a_Aug-2024,0.0,2024,8,False,Consolidado25 12024a_Aug-2024
Consolidado,final,biomass,2025,25 2,a_Aug-2024,0.0,2024,8,False,Consolidado25 22024a_Aug-2024
Consolidado,final,biomass,TOTAL,TOTAL,a_Aug-2024,3354551.1523095104,2024,8,False,ConsolidadoTOTAL2024a_Aug-2024
Consolidado,final,number,2022,22 3,a_Aug-2024,0.0,2024,8,False,Consolidado22 32024a_Aug-2024
Consolidado,final,number,2022,22 4,a_Aug-2024,42679.0,2024,8,False,Consolidado22 42024a_Aug-2024
Consolidado,final,number,2023,23 1,a_Aug-2024,22966.0,2024,8,False,Consolidado23 12024a_Aug-2024
Consolidado,final,number,2023,23 2,a_Aug-2024,184563.0,2024,8,False,Consolidado23 22024a_Aug-2024
Consolidado,final,number,2023,23 3,a_Aug-2024,921136.0,2024,8,False,Consolidado23 32024a_Aug-2024
Consolidado,final,number,2023,23 4,a_Aug-2024,944325.0,2024,8,False,Consolidado23 42024a_Aug-2024
Consolidado,final,number,2024,24 1,a_Aug-2024,1007245.0,2024,8,False,Consolidado24 12024a_Aug-2024
Consolidado,final,number,2024,24 2,a_Aug-2024,955497.0,2024,8,False,Consolidado24 22024a_Aug-2024
Consolidado,final,number,2024,24 3,a_Aug-2024,966861.0,2024,8,False,Consolidado24 32024a_Aug-2024
Consolidado,final,number,2024,24 4,a_Aug-2024,0.0,2024,8,False,Consolidado24 42024a_Aug-2024
Consolidado,final,number,2025,25 1,a_Aug-2024,0.0,2024,8,False,Consolidado25 12024a_Aug-2024
Consolidado,final,number,2025,25 2,a_Aug-2024,0.0,2024,8,False,Consolidado25 22024a_Aug-2024
Consolidado,final,number,TOTAL,TOTAL,a_Aug-2024,5045272.0,2024,8,False,ConsolidadoTOTAL2024a_Aug-2024
Consolidado,growth,%,2022,22 3,a_Aug-2024,0.0,2024,8,False,Consolidado22 32024a_Aug-2024
Consolidado,growth,%,2022,22 4,a_Aug-2024,4.068535608077441,2024,8,False,Consolidado22 42024a_Aug-2024
Consolidado,growth,%,2023,23 1,a_Aug-2024,2.0225264407631847,2024,8,False,Consolidado23 12024a_Aug-2024
Consolidado,growth,%,2023,23 2,a_Aug-2024,5.009468468856342,2024,8,False,Consolidado23 22024a_Aug-2024
Consolidado,growth,%,2023,23 3,a_Aug-2024,10.194461740380271,2024,8,False,Consolidado23 32024a_Aug-2024
Consolidado,growth,%,2023,23 4,a_Aug-2024,17.518125027965507,2024,8,False,Consolidado23 42024a_Aug-2024
Consolidado,growth,%,2024,24 1,a_Aug-2024,30.895776819876748,2024,8,False,Consolidado24 12024a_Aug-2024
Consolidado,growth,%,2024,24 2,a_Aug-2024,47.261186240355784,2024,8,False,Consolidado24 22024a_Aug-2024
Consolidado,growth,%,2024,24 3,a_Aug-2024,120.14329865294056,2024,8,False,Consolidado24 32024a_Aug-2024
Consolidado,growth,%,2024,24 4,a_Aug-2024,0.0,2024,8,False,Consolidado24 42024a_Aug-2024
Consolidado,growth,%,2025,25 1,a_Aug-2024,0.0,2024,8,False,Consolidado25 12024a_Aug-2024
Consolidado,growth,%,2025,25 2,a_Aug-2024,0.0,2024,8,False,Consolidado25 22024a_Aug-2024
Consolidado,growth,%,TOTAL,TOTAL,a_Aug-2024,14.000173775435979,2024,8,False,ConsolidadoTOTAL2024a_Aug-2024
Consolidado,growth,biomass,2022,22 3,a_Aug-2024,0.0,2024,8,False,Consolidado22 32024a_Aug-2024
Consolidado,growth,biomass,2022,22 4,a_Aug-2024,8785.278952004635,2024,8,False,Consolidado22 42024a_Aug-2024
Consolidado,growth,biomass,2023,23 1,a_Aug-2024,2144.1771049017843,2024,8,False,Consolidado23 12024a_Aug-2024
Consolidado,growth,biomass,2023,23 2,a_Aug-2024,35236.29718680534,2024,8,False,Consolidado23 22024a_Aug-2024
Consolidado,growth,biomass,2023,23 3,a_Aug-2024,127616.79328166628,2024,8,False,Consolidado23 32024a_Aug-2024
Consolidado,growth,biomass,2023,23 4,a_Aug-2024,125260.14359147358,2024,8,False,Consolidado23 42024a_Aug-2024
Consolidado,growth,biomass,2024,24 1,a_Aug-2024,103748.9149975032,2024,8,False,Consolidado24 12024a_Aug-2024
Consolidado,growth,biomass,2024,24 2,a_Aug-2024,57657.08505005522,2024,8,False,Consolidado24 22024a_Aug-2024
Consolidado,growth,biomass,2024,24 3,a_Aug-2024,28754.573419778746,2024,8,False,Consolidado24 32024a_Aug-2024
Consolidado,growth,biomass,2024,24 4,a_Aug-2024,0.0,2024,8,False,Consolidado24 42024a_Aug-2024
Consolidado,growth,biomass,2025,25 1,a_Aug-2024,0.0,2024,8,False,Consolidado25 12024a_Aug-2024
Consolidado,growth,biomass,2025,25 2,a_Aug-2024,0.0,2024,8,False,Consolidado25 22024a_Aug-2024
Consolidado,growth,biomass,TOTAL,TOTAL,a_Aug-2024,489203.26358418877,2024,8,False,ConsolidadoTOTAL2024a_Aug-2024
Consolidado,harvests,avweight,2022,22 3,a_Aug-2024,4051.634040937406,2024,8,False,Consolidado22 32024a_Aug-2024
Consolidado,harvests,avweight,2022,22 4,a_Aug-2024,2949.2486389700803,2024,8,False,Consolidado22 42024a_Aug-2024
Consolidado,harvests,avweight,2023,23 1,a_Aug-2024,2324.1919346524396,2024,8,False,Consolidado23 12024a_Aug-2024
Consolidado,harvests,avweight,2023,23 2,a_Aug-2024,1823.2428520703147,2024,8,False,Consolidado23 22024a_Aug-2024
Consolidado,harvests,avweight,2023,23 3,a_Aug-2024,1237.3708966665638,2024,8,False,Consolidado23 32024a_Aug-2024
Consolidado,harvests,avweight,2023,23 4,a_Aug-2024,771.3555992272383,2024,8,False,Consolidado23 42024a_Aug-2024
Consolidado,harvests,avweight,2024,24 1,a_Aug-2024,594.9000244140625,2024,8,False,Consolidado24 12024a_Aug-2024
Consolidado,harvests,avweight,2024,24 2,a_Aug-2024,0.0,2024,8,False,Consolidado24 22024a_Aug-2024
Consolidado,harvests,avweight,2024,24 3,a_Aug-2024,0.0,2024,8,False,Consolidado24 32024a_Aug-2024
Consolidado,harvests,avweight,2024,24 4,a_Aug-2024,0.0,2024,8,False,Consolidado24 42024a_Aug-2024
Consolidado,harvests,avweight,2025,25 1,a_Aug-2024,0.0,2024,8,False,Consolidado25 12024a_Aug-2024
Consolidado,harvests,avweight,2025,25 2,a_Aug-2024,0.0,2024,8,False,Consolidado25 22024a_Aug-2024
Consolidado,harvests,avweight,TOTAL,TOTAL,a_Aug-2024,1711.559748307388,2024,8,False,ConsolidadoTOTAL2024a_Aug-2024
Consolidado,harvests,biomass,2022,22 3,a_Aug-2024,20335.151251464842,2024,8,False,Consolidado22 32024a_Aug-2024
Consolidado,harvests,biomass,2022,22 4,a_Aug-2024,74580.59958227539,2024,8,False,Consolidado22 42024a_Aug-2024
Consolidado,harvests,biomass,2023,23 1,a_Aug-2024,33412.583252563476,2024,8,False,Consolidado23 12024a_Aug-2024
Consolidado,harvests,biomass,2023,23 2,a_Aug-2024,354628.0276990845,2024,8,False,Consolidado23 22024a_Aug-2024
Consolidado,harvests,biomass,2023,23 3,a_Aug-2024,125285.04065838624,2024,8,False,Consolidado23 32024a_Aug-2024
Consolidado,harvests,biomass,2023,23 4,a_Aug-2024,20130.838428632465,2024,8,False,Consolidado23 42024a_Aug-2024
Consolidado,harvests,biomass,2024,24 1,a_Aug-2024,545.5233223876953,2024,8,False,Consolidado24 12024a_Aug-2024
Consolidado,harvests,biomass,2024,24 2,a_Aug-2024,0.0,2024,8,False,Consolidado24 22024a_Aug-2024
Consolidado,harvests,biomass,2024,24 3,a_Aug-2024,0.0,2024,8,False,Consolidado24 32024a_Aug-2024
Consolidado,harvests,biomass,2024,24 4,a_Aug-2024,0.0,2024,8,False,Consolidado24 42024a_Aug-2024
Consolidado,harvests,biomass,2025,25 1,a_Aug-2024,0.0,2024,8,False,Consolidado25 12024a_Aug-2024
Consolidado,harvests,biomass,2025,25 2,a_Aug-2024,0.0,2024,8,False,Consolidado25 22024a_Aug-2024
Consolidado,harvests,biomass,TOTAL,TOTAL,a_Aug-2024,628917.7641947946,2024,8,False,ConsolidadoTOTAL2024a_Aug-2024
Consolidado,harvests,number,2022,22 3,a_Aug-2024,5019.0,2024,8,False,Consolidado22 32024a_Aug-2024
Consolidado,harvests,number,2022,22 4,a_Aug-2024,25288.0,2024,8,False,Consolidado22 42024a_Aug-2024
Consolidado,harvests,number,2023,23 1,a_Aug-2024,14376.0,2024,8,False,Consolidado23 12024a_Aug-2024
Consolidado,harvests,number,2023,23 2,a_Aug-2024,194504.0,2024,8,False,Consolidado23 22024a_Aug-2024
Consolidado,harvests,number,2023,23 3,a_Aug-2024,101251.0,2024,8,False,Consolidado23 32024a_Aug-2024
Consolidado,harvests,number,2023,23 4,a_Aug-2024,26098.0,2024,8,False,Consolidado23 42024a_Aug-2024
Consolidado,harvests,number,2024,24 1,a_Aug-2024,917.0,2024,8,False,Consolidado24 12024a_Aug-2024
Consolidado,harvests,number,2024,24 2,a_Aug-2024,0.0,2024,8,False,Consolidado24 22024a_Aug-2024
Consolidado,harvests,number,2024,24 3,a_Aug-2024,0.0,2024,8,False,Consolidado24 32024a_Aug-2024
Consolidado,harvests,number,2024,24 4,a_Aug-2024,0.0,2024,8,False,Consolidado24 42024a_Aug-2024
Consolidado,harvests,number,2025,25 1,a_Aug-2024,0.0,2024,8,False,Consolidado25 12024a_Aug-2024
Consolidado,harvests,number,2025,25 2,a_Aug-2024,0.0,2024,8,False,Consolidado25 22024a_Aug-2024
Consolidado,harvests,number,TOTAL,TOTAL,a_Aug-2024,367453.0,2024,8,False,ConsolidadoTOTAL2024a_Aug-2024
Consolidado,initial,avweight,2022,22 3,a_Aug-2024,4051.634040937406,2024,8,False,Consolidado22 32024a_Aug-2024
Consolidado,initial,avweight,2022,22 4,a_Aug-2024,3177.0154991322956,2024,8,False,Consolidado22 42024a_Aug-2024
Consolidado,initial,avweight,2023,23 1,a_Aug-2024,2839.0227446752997,2024,8,False,Consolidado23 12024a_Aug-2024
Consolidado,initial,avweight,2023,23 2,a_Aug-2024,1855.2696046774272,2024,8,False,Consolidado23 22024a_Aug-2024
Consolidado,initial,avweight,2023,23 3,a_Aug-2024,1219.058867000846,2024,8,False,Consolidado23 32024a_Aug-2024
Consolidado,initial,avweight,2023,23 4,a_Aug-2024,732.351799484174,2024,8,False,Consolidado23 42024a_Aug-2024
Consolidado,initial,avweight,2024,24 1,a_Aug-2024,333.0789815737771,2024,8,False,Consolidado24 12024a_Aug-2024
Consolidado,initial,avweight,2024,24 2,a_Aug-2024,127.29044984524165,2024,8,False,Consolidado24 22024a_Aug-2024
Consolidado,initial,avweight,2024,24 3,a_Aug-2024,35.88988427972393,2024,8,False,Consolidado24 32024a_Aug-2024
Consolidado,initial,avweight,2024,24 4,a_Aug-2024,0.0,2024,8,False,Consolidado24 42024a_Aug-2024
Consolidado,initial,avweight,2025,25 1,a_Aug-2024,0.0,2024,8,False,Consolidado25 12024a_Aug-2024
Consolidado,initial,avweight,2025,25 2,a_Aug-2024,0.0,2024,8,False,Consolidado25 22024a_Aug-2024
Consolidado,initial,avweight,TOTAL,TOTAL,a_Aug-2024,681.6563053135724,2024,8,False,ConsolidadoTOTAL2024a_Aug-2024
Consolidado,initial,biomass,2022,22 3,a_Aug-2024,20335.151251464842,2024,8,False,Consolidado22 32024a_Aug-2024
Consolidado,initial,biomass,2022,22 4,a_Aug-2024,215932.21242952475,2024,8,False,Consolidado22 42024a_Aug-2024
Consolidado,initial,biomass,2023,23 1,a_Aug-2024,106014.78733166504,2024,8,False,Consolidado23 12024a_Aug-2024
Consolidado,initial,biomass,2023,23 2,a_Aug-2024,703393.931030167,2024,8,False,Consolidado23 22024a_Aug-2024
Consolidado,initial,biomass,2023,23 3,a_Aug-2024,1251824.7312280948,2024,8,False,Consolidado23 32024a_Aug-2024
Consolidado,initial,biomass,2023,23 4,a_Aug-2024,715031.6794263732,2024,8,False,Consolidado23 42024a_Aug-2024
Consolidado,initial,biomass,2024,24 1,a_Aug-2024,335802.90148508747,2024,8,False,Consolidado24 12024a_Aug-2024
Consolidado,initial,biomass,2024,24 2,a_Aug-2024,121996.69461707775,2024,8,False,Consolidado24 22024a_Aug-2024
Consolidado,initial,biomass,2024,24 3,a_Aug-2024,23933.56412066098,2024,8,False,Consolidado24 32024a_Aug-2024
Consolidado,initial,biomass,2024,24 4,a_Aug-2024,0.0,2024,8,False,Consolidado24 42024a_Aug-2024
Consolidado,initial,biomass,2025,25 1,a_Aug-2024,0.0,2024,8,False,Consolidado25 12024a_Aug-2024
Consolidado,initial,biomass,2025,25 2,a_Aug-2024,0.0,2024,8,False,Consolidado25 22024a_Aug-2024
Consolidado,initial,biomass,TOTAL,TOTAL,a_Aug-2024,3494265.6529201157,2024,8,False,ConsolidadoTOTAL2024a_Aug-2024
Consolidado,initial,number,2022,22 3,a_Aug-2024,5019.0,2024,8,False,Consolidado22 32024a_Aug-2024
Consolidado,initial,number,2022,22 4,a_Aug-2024,67967.0,2024,8,False,Consolidado22 42024a_Aug-2024
Consolidado,initial,number,2023,23 1,a_Aug-2024,37342.0,2024,8,False,Consolidado23 12024a_Aug-2024
Consolidado,initial,number,2023,23 2,a_Aug-2024,379133.0,2024,8,False,Consolidado23 22024a_Aug-2024
Consolidado,initial,number,2023,23 3,a_Aug-2024,1026878.0,2024,8,False,Consolidado23 32024a_Aug-2024
Consolidado,initial,number,2023,23 4,a_Aug-2024,976350.0,2024,8,False,Consolidado23 42024a_Aug-2024
Consolidado,initial,number,2024,24 1,a_Aug-2024,1008178.0,2024,8,False,Consolidado24 12024a_Aug-2024
Consolidado,initial,number,2024,24 2,a_Aug-2024,958412.0,2024,8,False,Consolidado24 22024a_Aug-2024
Consolidado,initial,number,2024,24 3,a_Aug-2024,666861.0,2024,8,False,Consolidado24 32024a_Aug-2024
Consolidado,initial,number,2024,24 4,a_Aug-2024,0.0,2024,8,False,Consolidado24 42024a_Aug-2024
Consolidado,initial,number,2025,25 1,a_Aug-2024,0.0,2024,8,False,Consolidado25 12024a_Aug-2024
Consolidado,initial,number,2025,25 2,a_Aug-2024,0.0,2024,8,False,Consolidado25 22024a_Aug-2024
Consolidado,initial,number,TOTAL,TOTAL,a_Aug-2024,5126140.0,2024,8,False,ConsolidadoTOTAL2024a_Aug-2024
Consolidado,inputs,avweight,2022,22 3,a_Aug-2024,0.0,2024,8,False,Consolidado22 32024a_Aug-2024
Consolidado,inputs,avweight,2022,22 4,a_Aug-2024,0.0,2024,8,False,Consolidado22 42024a_Aug-2024
Consolidado,inputs,avweight,2023,23 1,a_Aug-2024,0.0,2024,8,False,Consolidado23 12024a_Aug-2024
Consolidado,inputs,avweight,2023,23 2,a_Aug-2024,0.0,2024,8,False,Consolidado23 22024a_Aug-2024
Consolidado,inputs,avweight,2023,23 3,a_Aug-2024,0.0,2024,8,False,Consolidado23 32024a_Aug-2024
Consolidado,inputs,avweight,2023,23 4,a_Aug-2024,0.0,2024,8,False,Consolidado23 42024a_Aug-2024
Consolidado,inputs,avweight,2024,24 1,a_Aug-2024,0.0,2024,8,False,Consolidado24 12024a_Aug-2024
Consolidado,inputs,avweight,2024,24 2,a_Aug-2024,0.0,2024,8,False,Consolidado24 22024a_Aug-2024
Consolidado,inputs,avweight,2024,24 3,a_Aug-2024,20.500000000000004,2024,8,False,Consolidado24 32024a_Aug-2024
Consolidado,inputs,avweight,2024,24 4,a_Aug-2024,0.0,2024,8,False,Consolidado24 42024a_Aug-2024
Consolidado,inputs,avweight,2025,25 1,a_Aug-2024,0.0,2024,8,False,Consolidado25 12024a_Aug-2024
Consolidado,inputs,avweight,2025,25 2,a_Aug-2024,0.0,2024,8,False,Consolidado25 22024a_Aug-2024
Consolidado,inputs,avweight,TOTAL,TOTAL,a_Aug-2024,20.500000000000004,2024,8,False,ConsolidadoTOTAL2024a_Aug-2024
Consolidado,inputs,biomass,2022,22 3,a_Aug-2024,0.0,2024,8,False,Consolidado22 32024a_Aug-2024
Consolidado,inputs,biomass,2022,22 4,a_Aug-2024,0.0,2024,8,False,Consolidado22 42024a_Aug-2024
Consolidado,inputs,biomass,2023,23 1,a_Aug-2024,0.0,2024,8,False,Consolidado23 12024a_Aug-2024
Consolidado,inputs,biomass,2023,23 2,a_Aug-2024,0.0,2024,8,False,Consolidado23 22024a_Aug-2024
Consolidado,inputs,biomass,2023,23 3,a_Aug-2024,0.0,2024,8,False,Consolidado23 32024a_Aug-2024
Consolidado,inputs,biomass,2023,23 4,a_Aug-2024,0.0,2024,8,False,Consolidado23 42024a_Aug-2024
Consolidado,inputs,biomass,2024,24 1,a_Aug-2024,0.0,2024,8,False,Consolidado24 12024a_Aug-2024
Consolidado,inputs,biomass,2024,24 2,a_Aug-2024,0.0,2024,8,False,Consolidado24 22024a_Aug-2024
Consolidado,inputs,biomass,2024,24 3,a_Aug-2024,6150.000000000002,2024,8,False,Consolidado24 32024a_Aug-2024
Consolidado,inputs,biomass,2024,24 4,a_Aug-2024,0.0,2024,8,False,Consolidado24 42024a_Aug-2024
Consolidado,inputs,biomass,2025,25 1,a_Aug-2024,0.0,2024,8,False,Consolidado25 12024a_Aug-2024
Consolidado,inputs,biomass,2025,25 2,a_Aug-2024,0.0,2024,8,False,Consolidado25 22024a_Aug-2024
Consolidado,inputs,biomass,TOTAL,TOTAL,a_Aug-2024,6150.000000000002,2024,8,False,ConsolidadoTOTAL2024a_Aug-2024
Consolidado,inputs,number,2022,22 3,a_Aug-2024,0.0,2024,8,False,Consolidado22 32024a_Aug-2024
Consolidado,inputs,number,2022,22 4,a_Aug-2024,0.0,2024,8,False,Consolidado22 42024a_Aug-2024
Consolidado,inputs,number,2023,23 1,a_Aug-2024,0.0,2024,8,False,Consolidado23 12024a_Aug-2024
Consolidado,inputs,number,2023,23 2,a_Aug-2024,0.0,2024,8,False,Consolidado23 22024a_Aug-2024
Consolidado,inputs,number,2023,23 3,a_Aug-2024,0.0,2024,8,False,Consolidado23 32024a_Aug-2024
Consolidado,inputs,number,2023,23 4,a_Aug-2024,0.0,2024,8,False,Consolidado23 42024a_Aug-2024
Consolidado,inputs,number,2024,24 1,a_Aug-2024,0.0,2024,8,False,Consolidado24 12024a_Aug-2024
Consolidado,inputs,number,2024,24 2,a_Aug-2024,0.0,2024,8,False,Consolidado24 22024a_Aug-2024
